,praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
1324,27.9,26.2,14.1,292.0,25.5,13.9,38.5,730.0,5.73,23.3,26.7
1325,114.0,69.8,12.2,211.0,10.3,63.8,98.2,1655.0,11.2,24.4,30.0
1326,48.7,28.9,32.2,31.3,17.0,32.8,57.8,1298.0,19.1,49.6,54.7
1327,41.0,18.1,14.6,22.1,1.0,24.4,38.9,594.0,9.56,17.9,7.3
1328,34.9,19.6,20.2,13.1,1.0,55.2,115.0,1843.0,7.04,25.3,36.2
1329,17.5,11.5,29.2,18.8,5.94,27.6,48.7,757.0,27.6,64.4,65.5
1330,67.9,71.7,18.1,14.2,9.14,39.2,47.8,939.0,15.0,34.9,54.2
1331,170.0,105.0,18.1,55.2,5.73,49.1,73.0,828.0,10.3,20.2,44.5
1332,31.9,25.5,29.7,24.8,2.64,1.0,10.2,38.9,8.28,12.0,33.4
1333,31.9,22.7,12.6,215.0,18.9,18.8,37.9,685.0,2.46,58.3,6.79
1334,29.2,22.9,20.9,74.3,4.03,12.0,28.1,414.0,5.78,16.8,13.8
1335,37.5,22.5,16.8,151.0,12.2,113.0,227.0,2642.0,8.98,14.9,4.33
1336,81.3,61.0,13.6,64.9,11.1,17.9,58.8,500.0,15.5,25.5,28.6
1337,77.7,55.2,18.3,127.0,11.9,55.2,84.3,1055.0,46.1,93.9,105.0
1338,27.6,18.9,21.1,75.0,18.9,16.1,29.2,1165.0,29.4,65.5,81.3
1339,75.7,37.9,10.2,8.98,7.7,10.2,28.1,461.0,22.9,42.9,64.4
1340,47.8,30.8,26.2,37.9,5.99,7.5,7.04,414.0,35.9,82.8,160.0
1341,178.0,108.0,54.2,274.0,29.7,41.0,71.0,1928.0,8.06,19.1,28.6
1342,73.0,43.7,26.2,343.0,42.2,49.6,80.6,1124.0,18.4,43.3,66.1
1343,34.3,21.3,4.29,13.5,9.31,9.82,25.7,649.0,1.0,64.4,4.33
1344,49.1,11.9,63.8,445.0,66.1,30.5,50.9,437.0,9.73,15.4,15.4
1345,50.9,36.8,21.7,274.0,20.2,12.3,21.5,491.0,10.9,33.4,45.3
1346,36.5,20.9,20.7,68.5,24.4,77.0,110.0,372.0,9.73,14.9,26.4
1347,73.7,16.8,32.5,24.1,1.0,34.3,55.2,567.0,9.56,22.3,20.5
1348,42.6,28.6,18.6,37.9,13.5,9.65,24.6,359.0,5.23,18.3,13.6
1349,91.4,55.2,18.3,196.0,10.6,33.7,50.9,655.0,10.6,27.4,43.3
1350,139.0,94.7,20.9,73.7,10.2,27.9,48.3,1197.0,15.7,36.2,46.1
1351,62.1,41.0,27.4,22.5,1.79,8.43,20.7,528.0,12.0,23.9,12.6
1352,63.8,41.0,22.3,14.9,1.09,30.5,64.9,1843.0,13.3,34.0,25.3
1353,89.8,82.0,12.5,27.4,10.1,17.3,31.1,882.0,16.5,47.0,68.5
1354,26.9,23.9,13.8,64.9,10.9,26.4,42.9,461.0,6.55,25.7,32.8
1355,112.0,69.2,23.3,45.7,10.8,28.6,59.9,1346.0,3.08,8.51,7.84
1356,69.2,36.8,26.9,19.3,7.37,17.9,33.4,1000.0,11.8,16.7,25.9
1357,28.9,18.3,44.1,433.0,67.3,21.1,29.7,449.0,11.0,36.2,42.6
1358,28.1,13.0,7.99,145.0,16.3,17.0,34.3,649.0,11.8,30.2,52.8
1359,23.3,13.1,82.0,239.0,26.2,30.8,50.5,956.0,16.8,26.9,18.6
1360,181.0,97.3,22.5,105.0,12.9,1.0,6.67,1.0,8.58,20.9,11.3
1361,136.0,87.4,14.1,161.0,21.9,22.5,43.3,2996.0,10.9,25.3,27.9
1362,48.3,21.5,21.5,21.1,9.14,6.61,22.9,573.0,35.2,71.0,147.0
1363,52.3,28.1,17.2,253.0,31.9,42.6,73.7,723.0,4.14,37.5,16.0
1364,31.3,18.8,54.2,300.0,42.2,32.5,58.3,1946.0,1.91,5.38,15.7
1365,44.1,18.4,23.5,22.7,6.61,22.9,36.8,496.0,16.0,34.0,14.5
1366,44.1,42.2,14.5,204.0,13.8,20.7,42.6,509.0,13.3,39.2,61.5
1367,31.9,16.5,12.9,146.0,28.1,60.4,106.0,1778.0,49.1,137.0,205.0
1368,37.5,25.3,21.3,40.3,10.6,13.0,54.7,362.0,31.6,66.1,71.7
1369,115.0,98.2,20.5,15.4,10.4,23.5,63.8,3652.0,11.8,22.5,18.4
1370,27.9,27.4,32.2,274.0,34.6,19.3,29.7,213.0,2.5,110.0,8.74
1371,34.3,19.5,22.5,205.0,17.8,16.4,29.7,528.0,21.7,41.4,10.4
1372,118.0,77.7,16.5,112.0,21.7,7.04,3.72,764.0,12.4,20.9,36.2
1373,33.4,13.3,34.0,41.0,10.8,10.7,28.6,866.0,10.9,25.9,20.0
1374,21.5,36.2,35.9,141.0,29.4,36.2,64.4,3460.0,11.5,30.5,43.3
1375,74.3,41.8,48.7,253.0,29.2,21.5,46.6,649.0,6.85,18.4,45.3
1376,37.2,18.9,22.1,11.1,8.82,16.8,104.0,2227.0,18.8,68.5,61.5
1377,28.6,31.6,40.7,433.0,56.7,3.43,12.4,898.0,5.73,28.4,13.7
1378,41.8,25.7,20.9,14.1,5.38,12.9,35.2,362.0,13.1,21.7,21.5
1379,274.0,196.0,22.3,43.7,8.35,6.73,23.1,1104.0,8.98,25.7,17.2
1380,27.6,25.5,19.8,36.8,5.42,12.6,20.5,562.0,12.4,46.6,52.3
1381,121.0,79.9,29.7,23.9,14.5,25.7,32.5,673.0,9.65,15.4,33.1
1382,237.0,170.0,70.4,241.0,41.4,37.5,53.8,322.0,9.22,15.8,15.8
1383,48.3,23.9,18.8,42.6,6.55,40.3,50.5,453.0,20.4,33.1,52.8
1384,163.0,114.0,24.4,24.4,14.3,49.1,71.7,599.0,49.6,96.5,105.0
1385,241.0,151.0,19.8,15.8,7.77,14.1,26.7,615.0,10.1,37.5,42.9
1386,74.3,58.8,12.7,150.0,8.13,11.4,22.7,552.0,8.9,21.7,18.4
1387,60.4,40.7,44.9,239.0,40.3,5.33,17.2,743.0,8.98,17.2,37.2
1388,32.2,16.7,33.1,311.0,45.7,37.5,63.2,698.0,12.5,36.2,56.7
1389,51.9,37.5,18.3,24.4,5.14,18.6,20.5,319.0,6.26,11.4,35.9
1390,133.0,80.6,28.4,36.8,6.61,37.9,51.9,343.0,111.0,331.0,355.0
1391,34.3,17.2,41.8,274.0,24.6,23.3,35.5,542.0,12.2,32.5,26.7
1392,39.6,30.0,29.2,241.0,35.9,7.99,25.7,457.0,2.48,20.7,14.5
1393,34.3,17.5,25.3,18.9,13.6,18.8,34.0,704.0,8.66,21.9,13.1
1394,31.3,34.3,17.9,17.6,12.9,2.05,8.35,385.0,50.9,117.0,151.0
1395,79.9,49.6,35.2,39.2,9.31,14.6,20.7,533.0,4.7,14.5,18.1
1396,122.0,143.0,27.4,33.4,6.85,21.9,31.3,547.0,8.82,25.0,23.1
1397,37.9,20.5,19.8,67.9,15.4,73.0,124.0,2393.0,8.13,11.7,20.4
1398,118.0,64.4,19.1,138.0,15.4,28.9,28.9,655.0,12.5,29.7,24.8
1399,38.9,14.5,15.8,60.4,37.9,26.4,45.7,777.0,10.8,15.3,16.1
1400,92.2,41.8,26.4,27.4,5.67,9.31,36.8,429.0,52.8,125.0,223.0
1401,33.1,14.6,31.1,12.2,9.06,7.7,13.7,255.0,16.0,24.4,37.5
1402,35.5,27.6,14.9,130.0,18.8,11.8,16.5,500.0,7.23,19.5,17.3
1403,59.4,30.8,5.94,29.4,9.22,101.0,161.0,1778.0,13.1,22.1,28.1
1404,78.4,51.9,22.9,23.7,10.4,5.38,9.73,583.0,6.67,14.2,15.4
1405,146.0,86.6,1.0,100.0,19.3,14.1,27.4,487.0,14.9,33.4,42.2
1406,26.9,14.2,15.3,45.3,10.0,16.3,28.4,644.0,27.4,56.2,79.9
1407,31.3,19.6,17.2,85.8,11.7,29.2,59.4,914.0,9.91,25.0,14.5
1408,30.8,24.8,21.1,91.4,19.6,15.0,41.4,519.0,33.7,84.3,81.3
1409,99.1,97.3,24.1,20.2,8.98,35.5,58.3,2350.0,7.43,24.4,18.6
1410,30.8,22.5,11.0,62.6,6.04,34.6,60.4,1472.0,10.6,27.6,39.6
1411,27.9,15.0,19.5,23.3,14.2,18.8,41.0,1241.0,4.22,8.2,15.4
1412,36.8,31.3,67.9,286.0,54.7,48.7,61.0,382.0,22.3,60.4,73.0
1413,109.0,83.5,59.4,305.0,49.6,35.9,67.9,3786.0,21.9,47.8,42.9
1414,44.5,28.1,7.57,146.0,19.6,15.5,29.4,567.0,5.28,26.7,17.5
1415,37.9,20.2,41.4,42.6,14.6,11.4,27.6,429.0,32.2,85.1,112.0
1416,53.3,38.2,25.3,107.0,13.2,8.28,14.3,264.0,12.3,24.1,32.5
1417,163.0,92.2,20.5,32.5,6.92,23.3,33.7,349.0,1.98,85.8,7.37
1418,33.4,27.1,16.3,142.0,9.22,106.0,191.0,2129.0,10.0,21.5,23.9
1419,34.3,13.2,21.1,24.8,12.2,25.7,51.9,519.0,10.4,23.1,30.0
1420,18.6,5.42,20.2,22.5,4.49,40.7,62.6,692.0,27.4,52.8,61.0
1421,37.2,23.1,7.64,22.5,13.2,79.1,147.0,1894.0,7.37,25.9,27.1
1422,26.7,15.7,28.1,334.0,48.3,14.1,21.1,906.0,5.88,28.4,21.9
1423,142.0,98.2,59.4,392.0,44.5,71.7,123.0,1762.0,34.3,118.0,137.0
1424,52.3,34.0,26.9,24.1,5.73,37.9,58.8,1459.0,6.98,22.1,27.6
1425,31.9,16.8,32.2,46.6,15.7,10.9,27.4,890.0,18.3,25.9,58.8
1426,106.0,68.5,12.4,175.0,16.8,12.3,40.3,685.0,8.74,28.4,9.91
1427,42.6,21.3,20.9,131.0,12.1,12.7,31.6,487.0,8.51,18.9,20.7
1428,34.9,16.4,17.8,18.8,2.15,34.6,59.4,445.0,53.8,78.4,20.2
1429,31.9,26.4,14.1,20.2,4.61,12.4,18.9,799.0,7.17,19.3,22.3
1430,36.5,20.7,29.4,36.5,21.3,2.07,9.91,26.7,30.5,50.5,9.65
1431,27.6,15.5,27.1,35.9,10.6,63.2,95.6,1197.0,13.6,17.9,21.9
1432,26.2,20.9,22.7,10.1,7.43,15.4,37.2,433.0,10.8,14.5,8.28
1433,16.1,25.0,18.1,34.6,4.49,3.52,13.6,704.0,11.5,26.9,37.5
1434,34.9,16.1,54.2,562.0,71.7,13.0,27.6,737.0,9.73,18.4,18.9
1435,153.0,82.0,33.4,48.7,8.28,11.9,28.6,710.0,16.1,47.0,36.5
1436,129.0,161.0,54.2,79.1,23.5,34.9,70.4,2788.0,6.55,7.64,34.0
1437,33.4,17.5,23.9,16.5,1.0,7.91,21.5,578.0,7.5,30.2,24.1
1438,31.9,33.4,64.9,474.0,77.0,40.3,46.6,1176.0,9.22,15.5,12.6
1439,25.9,16.7,14.7,217.0,36.8,87.4,151.0,2839.0,3.49,51.4,2.21
1440,98.2,67.9,11.1,79.1,6.04,9.56,21.3,470.0,51.4,93.1,178.0
1441,55.2,31.3,53.3,253.0,50.9,13.2,25.5,1176.0,12.2,26.2,30.8
1442,25.9,20.2,10.4,179.0,17.8,15.3,36.8,1155.0,4.14,14.2,7.99
1443,45.3,31.1,23.1,30.0,12.1,8.35,24.6,573.0,9.91,18.9,20.7
1444,53.8,31.6,29.7,40.0,14.5,57.3,89.0,1894.0,13.8,35.2,39.6
1445,43.7,34.6,24.8,14.7,5.88,28.9,67.3,1275.0,22.5,42.6,63.8
1446,196.0,113.0,14.2,92.2,2.41,11.7,15.0,638.0,7.57,22.1,25.9
1447,30.8,20.7,28.4,30.0,12.7,13.6,16.5,509.0,10.6,24.8,18.3
1448,21.3,23.5,18.3,85.1,7.37,22.5,37.5,466.0,28.9,56.7,63.8
1449,34.6,17.8,25.7,30.5,4.53,16.3,31.6,615.0,8.51,12.9,16.8
1450,30.2,17.3,61.5,122.0,72.3,9.56,26.4,583.0,7.5,22.9,13.8
1451,30.2,25.3,56.2,573.0,75.0,10.6,23.7,449.0,13.2,31.1,38.9
1452,30.2,11.8,21.5,25.5,11.5,6.73,19.3,204.0,5.47,13.2,23.7
1453,132.0,95.6,19.1,23.7,11.2,35.5,53.3,1144.0,25.3,60.4,123.0
1454,49.6,39.6,37.5,53.8,13.9,7.77,22.1,57.3,21.9,49.6,70.4
1455,33.4,16.0,23.1,32.2,8.51,29.7,40.0,557.0,13.3,9.06,10.0
1456,47.0,47.8,15.8,117.0,14.7,24.4,36.2,1000.0,10.5,37.9,94.7
1457,72.3,25.7,13.0,3.16,7.91,37.9,115.0,982.0,17.0,37.9,41.8
1458,139.0,91.4,19.5,70.4,7.23,13.0,22.5,414.0,7.04,20.5,2.55
1459,33.4,22.7,16.5,18.3,11.5,29.2,54.2,433.0,16.3,41.8,75.0
1460,92.2,79.9,108.0,221.0,1084.0,121.0,205.0,2503.0,10.5,16.0,25.5
1461,32.5,23.7,28.1,28.1,22.5,31.3,44.9,610.0,18.4,53.3,115.0
1462,35.2,18.6,20.7,24.1,4.07,12.9,26.4,538.0,9.31,27.6,60.4
1463,138.0,105.0,2.48,15.3,9.47,1.24,5.23,62.1,8.51,37.5,26.2
1464,37.5,23.1,13.3,292.0,7.3,9.39,38.2,1731.0,9.39,17.3,25.7
1465,37.9,8.66,17.3,33.4,7.91,20.2,45.7,2267.0,8.28,22.7,14.5
1466,75.0,50.9,16.4,29.7,9.14,61.0,108.0,1395.0,7.3,17.3,40.3
1467,38.2,26.2,30.0,27.6,6.49,20.2,24.8,509.0,17.2,35.2,17.8
1468,26.7,18.6,48.7,44.1,3.79,14.1,16.3,791.0,7.99,20.9,21.9
1469,30.5,22.9,22.1,27.1,6.44,59.9,113.0,1554.0,2.39,82.0,2.02
1470,59.9,47.0,18.8,193.0,32.2,10.5,25.9,667.0,13.5,32.8,49.1
1471,37.9,22.7,35.9,274.0,33.1,2.94,16.4,649.0,21.5,48.3,41.8
1472,36.2,17.5,47.8,160.0,20.9,59.4,101.0,1395.0,11.7,20.9,20.5
1473,43.3,27.1,33.4,30.2,11.9,9.73,20.7,215.0,3.05,20.9,1.0
1474,45.7,25.5,15.8,189.0,8.28,52.3,84.3,1420.0,11.3,42.9,36.2
1475,31.6,27.9,18.6,57.8,13.1,7.37,10.5,276.0,6.49,16.1,35.2
1476,200.0,95.6,8.58,16.4,3.62,36.5,67.9,991.0,9.91,22.9,11.7
1477,34.9,15.5,23.7,79.9,16.1,36.2,57.8,1144.0,5.47,19.6,26.7
1478,178.0,99.1,14.7,24.1,10.2,14.2,15.1,567.0,106.0,151.0,30.0
1479,94.7,38.2,16.1,211.0,32.2,16.0,28.9,538.0,9.39,19.6,9.91
1480,24.4,18.4,15.7,18.3,3.37,12.9,33.1,750.0,8.28,15.3,12.3
1481,55.2,55.2,8.43,146.0,21.5,13.6,27.9,649.0,7.17,21.7,23.3
1482,50.9,47.4,20.4,24.6,2.02,10.2,28.1,982.0,15.8,51.4,77.0
1483,54.2,34.3,12.0,139.0,19.6,12.3,18.8,621.0,6.26,18.8,37.9
1484,41.0,26.9,20.0,17.3,7.77,25.0,36.5,649.0,11.7,15.1,18.8
1485,27.1,27.1,17.9,17.5,6.38,6.21,22.1,372.0,11.2,25.3,47.4
1486,36.5,25.3,26.9,255.0,20.4,73.0,154.0,3106.0,10.1,38.5,41.0
1487,26.9,18.4,47.8,223.0,48.3,19.8,41.4,1298.0,10.9,31.6,31.9
1488,112.0,80.6,22.7,25.9,10.3,12.6,30.2,474.0,4.14,16.8,16.4
1489,30.0,17.6,20.5,24.1,1.07,93.1,176.0,3368.0,10.2,24.8,51.4
1490,28.9,20.9,27.6,34.9,10.7,21.7,44.1,1075.0,6.85,10.9,32.8
1491,35.9,22.3,15.4,157.0,20.7,1.26,23.3,17.3,6.38,18.8,20.7
1492,207.0,139.0,11.8,142.0,19.8,16.8,34.6,562.0,9.82,18.8,33.7
1493,30.0,33.1,11.8,38.5,14.7,6.79,18.3,1165.0,7.5,10.0,15.1
1494,28.9,15.3,41.4,142.0,35.5,16.1,34.6,478.0,3.79,24.1,24.1
1495,44.9,24.6,20.4,21.5,24.8,6.32,22.1,770.0,23.5,42.6,75.0
1496,15.0,7.04,18.9,237.0,23.3,244.0,474.0,5523.0,14.3,27.6,58.3
1497,41.8,23.1,19.3,158.0,15.0,30.5,46.6,483.0,9.91,24.1,28.9
1498,31.1,20.0,12.1,157.0,15.8,94.7,136.0,1046.0,10.5,33.7,51.4
1499,26.4,21.1,16.8,57.3,8.82,37.5,58.8,523.0,4.87,34.3,25.9
1500,69.2,37.9,19.8,17.0,1.27,28.1,48.3,644.0,8.51,29.7,26.2
1501,54.7,36.5,7.04,8.9,5.47,6.32,4.57,150.0,7.17,22.3,6.55
1502,25.9,13.3,89.8,422.0,73.0,30.2,44.9,661.0,10.3,27.6,41.4
1503,31.9,16.4,67.3,176.0,23.9,56.7,97.3,1263.0,13.2,14.3,26.7
1504,49.1,43.3,31.1,32.8,17.8,19.6,42.2,599.0,4.07,16.7,24.4
1505,28.4,20.2,9.14,165.0,12.5,13.7,27.9,403.0,10.6,20.4,23.5
1506,42.6,33.1,28.9,24.6,10.6,12.2,20.2,505.0,5.94,15.5,4.07
1507,29.4,25.5,12.2,75.7,12.0,18.9,42.2,2207.0,11.8,28.1,22.3
1508,34.3,17.6,19.6,20.7,14.1,30.2,41.0,313.0,9.14,19.5,14.9
1509,33.4,28.6,11.4,189.0,14.2,15.5,29.4,542.0,8.51,14.3,27.6
1510,69.2,54.2,19.5,16.3,11.1,11.4,24.8,573.0,11.3,27.1,59.4
1511,132.0,84.3,23.1,20.9,3.25,21.5,34.0,362.0,7.37,27.9,36.8
1512,1.14,2.11,23.5,19.5,1.0,24.1,46.6,973.0,71.0,184.0,207.0
1513,25.9,13.2,21.9,24.1,21.3,59.9,92.2,1370.0,7.77,20.7,26.9
1514,33.1,22.3,47.4,141.0,39.2,27.1,50.5,1000.0,1.0,75.0,7.7
1515,122.0,75.7,20.5,42.2,6.49,49.1,120.0,1322.0,9.14,16.0,22.3
1516,78.4,56.2,5.38,146.0,8.82,10.8,26.2,418.0,21.3,49.6,64.9
1517,63.2,50.9,58.8,389.0,59.4,21.7,33.7,858.0,13.6,24.1,13.7
1518,39.6,20.4,14.1,101.0,11.8,13.0,22.9,514.0,6.61,16.0,33.7
1519,204.0,138.0,17.5,191.0,25.5,5.52,14.6,914.0,4.03,18.8,30.2
1520,22.5,17.0,16.7,82.0,18.8,37.2,61.5,1186.0,10.7,22.7,28.6
1521,40.3,21.7,27.1,297.0,26.7,40.0,62.1,1055.0,9.91,22.7,35.9
1522,235.0,135.0,53.3,359.0,53.8,11.9,24.8,673.0,24.1,61.5,79.1
1523,24.1,13.0,72.3,337.0,85.8,1.01,2.44,158.0,6.21,15.3,17.2
1524,22.5,21.1,23.3,61.0,7.64,103.0,255.0,3752.0,12.5,25.9,22.3
1525,108.0,106.0,38.9,255.0,55.2,55.7,87.4,1395.0,9.06,39.2,26.7
1526,53.3,38.2,30.0,36.5,8.82,13.9,23.3,583.0,5.62,20.0,23.1
1527,132.0,59.9,36.2,160.0,44.9,8.66,36.5,359.0,9.39,27.4,17.9
1528,94.7,64.4,16.3,16.8,9.22,67.3,105.0,1981.0,10.3,22.5,20.5
1529,151.0,98.2,23.1,36.8,1.41,41.8,93.9,1554.0,10.0,17.5,1.17
1530,112.0,81.3,18.9,37.9,12.9,9.65,26.4,1395.0,5.33,15.1,28.1
1531,120.0,77.7,40.0,62.1,28.4,22.9,36.8,414.0,12.3,13.7,17.5
1532,39.2,34.9,75.7,433.0,73.0,11.7,39.2,449.0,25.5,51.4,75.7
1533,164.0,119.0,13.6,89.0,11.5,21.5,40.0,382.0,6.73,18.8,17.8
1534,29.7,16.7,85.1,274.0,41.8,15.0,25.5,523.0,11.9,29.2,63.8
1535,44.9,48.3,27.9,30.8,19.5,64.4,146.0,2091.0,11.1,27.6,23.5
1536,20.5,30.2,23.1,20.4,3.79,20.0,73.0,562.0,30.2,63.8,151.0
1537,172.0,90.6,22.7,16.3,7.1,70.4,89.8,403.0,4.14,22.7,36.2
1538,28.1,24.4,14.9,67.9,1.54,10.4,13.5,649.0,37.5,55.2,14.6
1539,46.1,20.2,18.1,81.3,8.82,18.3,39.2,567.0,11.4,15.7,32.5
1540,147.0,102.0,6.04,20.4,10.3,29.2,47.4,478.0,5.47,14.6,11.4
1541,32.8,28.1,17.3,20.9,3.82,100.0,172.0,2666.0,31.9,75.7,107.0
1542,9.39,18.1,14.2,17.6,8.13,11.2,21.1,457.0,115.0,184.0,27.6
1543,34.9,30.0,40.3,389.0,33.7,29.2,81.3,2247.0,8.35,12.6,19.1
1544,73.7,57.8,8.9,122.0,6.04,45.7,58.8,578.0,22.1,66.7,62.1
1545,56.2,44.5,18.1,20.7,5.62,10.7,31.9,403.0,11.0,30.5,53.8
1546,101.0,64.4,23.1,98.2,15.3,19.3,38.2,685.0,16.8,27.4,28.9
1547,77.7,43.7,17.2,21.5,5.09,12.4,23.1,947.0,8.28,20.0,15.3
1548,65.5,40.7,17.5,23.3,10.0,7.43,19.3,1000.0,2.25,64.4,1.12
1549,28.6,17.9,15.0,51.9,14.9,9.22,34.6,470.0,7.99,12.5,19.1
1550,63.2,28.6,60.4,161.0,36.5,63.8,98.2,890.0,13.7,22.3,21.9
1551,45.7,10.6,18.1,105.0,14.1,106.0,181.0,2167.0,14.6,29.4,22.1
1552,50.5,35.9,62.1,308.0,41.8,15.0,25.7,552.0,8.35,18.4,13.0
1553,13.8,18.3,13.5,54.2,21.9,18.4,39.6,655.0,8.43,30.5,34.3
1554,22.1,14.3,71.0,215.0,55.2,16.8,30.2,491.0,6.61,16.4,29.2
1555,40.0,18.3,22.3,29.2,11.1,50.0,101.0,2690.0,1.0,86.6,4.07
1556,38.2,13.7,15.8,47.4,4.96,11.9,28.9,470.0,45.3,89.8,114.0
1557,23.9,13.3,52.3,88.2,30.2,4.83,16.4,743.0,16.8,32.8,83.5
1558,90.6,57.8,28.9,23.3,1.93,16.0,35.9,396.0,42.2,95.6,100.0
1559,30.8,21.3,15.4,111.0,20.4,12.5,34.3,466.0,24.1,48.7,110.0
1560,36.2,17.3,15.5,136.0,18.1,18.4,31.3,505.0,41.4,78.4,121.0
1561,34.0,19.8,34.0,196.0,13.7,6.85,19.5,820.0,10.3,23.1,27.1
1562,104.0,105.0,27.1,379.0,65.5,15.0,26.4,638.0,12.5,19.6,15.8
1563,96.5,53.3,22.1,22.9,7.64,31.9,43.3,355.0,7.64,19.3,18.1
1564,82.0,61.0,8.43,89.8,7.43,12.2,18.4,615.0,13.1,46.6,43.3
1565,33.1,20.7,19.5,73.7,12.0,17.6,38.2,389.0,10.7,14.2,21.3
1566,37.9,21.1,25.7,24.6,5.88,30.2,51.4,947.0,6.55,41.0,32.2
1567,36.5,14.5,53.8,414.0,72.3,13.2,31.1,1084.0,11.8,50.0,41.8
1568,31.9,24.6,31.6,38.5,6.26,73.0,130.0,2110.0,8.35,15.7,17.5
1569,41.8,32.8,13.8,139.0,17.9,8.51,18.9,269.0,1.21,5.19,1.0
1570,42.2,32.5,69.8,105.0,44.9,35.9,85.1,2129.0,9.39,30.2,19.1
1571,37.5,23.3,16.1,151.0,16.1,41.0,69.8,1275.0,36.8,83.5,172.0
1572,18.6,17.3,96.5,491.0,109.0,11.9,32.8,346.0,18.6,41.8,89.8
1573,9.22,1.01,19.1,21.5,9.91,17.9,43.7,573.0,11.0,33.7,50.9
1574,35.9,20.7,45.7,284.0,31.9,13.9,34.9,478.0,3.4,4.18,33.1
1575,109.0,77.7,31.1,32.5,13.5,14.2,23.3,445.0,55.7,108.0,80.6
1576,16.4,10.5,20.9,14.9,18.4,12.0,44.1,474.0,37.2,101.0,114.0
1577,25.7,14.6,12.5,96.5,20.4,52.8,86.6,777.0,18.8,48.7,34.6
1578,32.8,12.9,14.7,106.0,14.5,15.3,30.8,615.0,1.0,84.3,7.99
1579,23.9,16.5,24.4,14.2,3.25,10.8,50.0,649.0,10.0,24.1,19.3
1580,43.7,21.1,33.4,34.3,8.28,10.2,30.5,632.0,14.3,29.4,4.37
1581,34.0,34.3,33.7,372.0,29.4,40.7,59.9,1420.0,39.2,99.1,129.0
1582,34.3,21.3,51.9,292.0,56.2,10.2,30.2,449.0,5.23,23.7,34.6
1583,115.0,58.8,20.2,57.3,15.3,67.3,115.0,1370.0,15.4,36.2,39.6
1584,150.0,97.3,1.0,77.0,7.77,63.2,99.1,1499.0,10.6,41.8,44.1
1585,38.9,22.5,20.9,22.1,6.32,6.44,12.0,496.0,11.3,17.3,40.3
1586,28.1,19.6,17.2,184.0,7.1,23.7,31.9,379.0,62.1,189.0,237.0
1587,32.8,22.9,19.5,21.7,13.1,20.7,50.5,737.0,9.91,22.7,22.1
1588,17.9,36.5,38.9,44.5,33.1,44.5,63.8,422.0,10.6,23.5,3.65
1589,22.7,26.2,17.6,63.8,9.91,35.9,66.7,1094.0,5.73,13.2,35.2
1590,22.9,34.3,18.1,22.9,8.74,2.17,10.6,99.1,1.04,1.0,3.82
1591,35.2,22.3,17.2,155.0,19.6,28.4,53.8,835.0,10.7,41.4,19.3
1592,29.7,25.5,37.9,57.8,14.6,11.2,21.1,470.0,7.43,22.5,23.5
1593,202.0,142.0,14.7,78.4,1.88,21.1,105.0,1298.0,7.17,23.3,25.5
1594,27.1,33.1,20.0,8.58,8.06,75.7,106.0,346.0,12.0,16.0,16.4
1595,31.1,22.7,14.1,90.6,13.2,33.1,61.0,1420.0,15.4,36.2,59.9
1596,17.5,19.3,118.0,365.0,77.0,10.4,30.5,1843.0,5.88,20.9,17.6
1597,37.9,19.6,28.1,142.0,17.6,9.39,24.6,457.0,9.82,25.9,14.5
1598,170.0,103.0,4.41,79.1,10.8,43.7,90.6,1540.0,4.33,7.7,8.58
1599,70.4,42.2,19.8,13.7,8.98,12.7,37.5,437.0,1.83,7.23,7.57
1600,33.7,22.1,34.0,219.0,17.2,82.8,135.0,2054.0,7.77,28.6,26.4
1601,23.3,21.7,23.9,26.7,7.77,30.8,43.3,385.0,16.5,44.5,62.1
1602,32.5,40.3,47.4,239.0,42.9,53.3,74.3,437.0,7.3,18.1,34.9
1603,167.0,99.1,23.7,33.1,16.3,9.39,19.5,449.0,10.3,32.5,47.4
1604,143.0,101.0,16.5,50.5,3.79,12.6,22.5,466.0,3.85,26.4,15.5
1605,48.3,42.9,14.2,279.0,18.9,54.2,102.0,2167.0,1.65,61.5,9.65
1606,37.9,23.1,7.5,13.7,5.52,18.3,19.6,820.0,10.0,15.8,16.0
1607,49.1,29.2,27.1,138.0,16.5,10.6,15.7,514.0,13.0,36.8,53.8
1608,55.2,40.0,12.6,115.0,13.9,33.7,49.1,396.0,3.02,37.5,3.0
1609,28.9,4.03,14.7,104.0,26.2,22.1,29.7,311.0,9.82,18.8,32.8
1610,61.5,41.8,21.7,20.2,3.16,14.2,25.7,594.0,10.3,17.6,23.5
1611,32.2,23.7,64.9,426.0,71.0,5.28,23.9,274.0,9.91,35.2,29.4
1612,62.1,31.9,23.5,20.4,17.5,22.1,27.9,414.0,27.9,58.8,72.3
1613,71.7,42.9,28.4,292.0,41.8,19.8,24.1,259.0,6.32,36.8,28.6
1614,49.6,40.0,30.0,195.0,35.2,3.72,22.7,219.0,29.2,69.8,103.0
1615,25.0,15.5,15.8,12.7,6.98,28.4,39.2,410.0,7.3,14.1,18.9
1616,37.5,18.1,26.7,655.0,78.4,17.2,31.9,505.0,13.7,32.5,38.5
1617,163.0,122.0,21.7,311.0,47.0,43.7,99.1,1894.0,3.65,21.3,26.2
