,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Side,City,County,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition
1799,2,2021-09-13 17:04,2021-09-13 18:26,37.737309,-122.395114,37.737777,-122.395944,0.056,Incident on OAKDALE AVE near QUINT ST Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-13 16:56,67,63,10,WNW,22,0,Fair / Windy
1800,2,2021-10-15 8:00,2021-10-15 18:45,37.738765,-122.40801,37.767231,-122.405166,1.973,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Bacon St (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-15 7:56,53,74,10,S,3,0,Fair
1801,2,2021-08-11 22:49,2021-08-12 0:56,37.768869,-122.40739,37.774463,-122.406098,0.393,Slow traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-11 22:56,59,87,10,W,17,0,Fair
1802,2,2021-05-30 10:41,2021-05-30 10:53,37.766307,-122.405236,37.752497,-122.402986,0.962,Slow traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-30 10:56,64,63,10,NE,5,0,Fair
1803,2,2021-04-01 6:19,2021-04-01 18:01,37.770373,-122.409729,37.77247,-122.407042,0.206,Slow traffic from Division St (Bryant St) to 8th St (Bryant St) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-01 5:56,56,49,10,SSW,3,0,Fair
1804,2,2021-03-22 20:31,2021-03-22 23:12,37.802249,-122.466133,37.802959,-122.455733,0.57,Incident on US-101 SB near BATTERY TUNL Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-03-22 20:56,53,77,10,WNW,25,0,Fair / Windy
1805,2,2021-10-16 18:30,2021-10-16 19:52,37.747385,-122.404248,37.766494,-122.405081,1.321,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from I-280/Alemany Blvd (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-16 18:56,68,28,10,WNW,16,0,Partly Cloudy
1806,2,2021-05-15 7:27,2021-05-15 17:15,37.740341,-122.407851,37.765959,-122.404999,1.777,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from I-280/Alemany Blvd (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-15 7:56,52,86,5,W,12,0,Cloudy
1807,2,2021-09-08 21:03,2021-09-08 23:13,37.773695,-122.417935,37.77346,-122.41823,0.023,Accident from 10th St (Mission St) to US-101/S Van Ness Ave (Mission St).,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-08 20:56,61,81,10,NW,18,0,Fair
1809,2,2021-09-24 14:58,2021-09-24 15:27,37.766317,-122.405257,37.743494,-122.406169,1.578,Stationary traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to I-280/Alemany Blvd (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-24 14:56,68,63,10,NW,21,0,Fair / Windy
1810,2,2021-12-13 15:26,2021-12-13 17:35,37.807184,-122.475274,37.832684,-122.481174,1.791,Accident on Golden Gate Bridge/Toll Plaza (US-101) from Golden Gate Recreation Area (US-101) to US-101 N - CA-1 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-13 15:28,54,86,4,WSW,17,0.05,Light Rain
1811,2,2021-07-01 18:20,2021-07-01 20:46,37.809862,-122.47735,37.832318,-122.480677,1.562,Accident on Golden Gate Bridge/Toll Plaza (US-101) from Golden Gate Recreation Area (US-101) to US-101 N - CA-1 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-07-01 17:56,69,58,10,W,18,0,Fair
1812,2,2021-05-18 5:15,2021-05-18 11:17,37.769865,-122.417816,37.771858,-122.423312,0.33,Stationary traffic from Duboce Ave exit [434A] to Market St / Octavia Blvd due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-18 5:19,54,77,10,W,8,0,Mostly Cloudy
1813,2,24:00.0,18:42.0,37.757565,-122.436868,37.757641,-122.435811,0.058,Accident from Diamond St to Castro St.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-06-02 10:56,64,60,10,NNW,17,0,Fair
1816,2,46:00.0,24:19.0,37.799193,-122.452593,37.798897,-122.452235,0.028,Incident on PRESIDIO BLVD near LINCOLN BLVD Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-26 12:56,62,72,10,E,9,0,Cloudy
1817,2,25:00.0,48:01.0,37.806369,-122.474459,37.807199,-122.475269,0.072,Incident on US-101 NB near LINCOLN BLVD Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-04 6:56,55,89,8,WNW,8,0,Cloudy
1819,2,16:00.0,17:30.0,37.744233,-122.405397,37.765687,-122.404956,1.483,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from I-280/Alemany Blvd (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-05 12:56,56,64,10,W,13,0,Cloudy
1820,2,59:00.0,35:21.0,37.773008,-122.440802,37.773632,-122.440914,0.044,Accident from Oak St to Fell St.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-10 10:56,67,73,9,NE,6,0,Fair
1825,2,18:30.0,07:00.0,37.744233,-122.405397,37.767231,-122.405166,1.589,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from I-280/Alemany Blvd (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-20 13:56,65,73,10,S,13,0,Cloudy
1826,2,2021-11-02 16:45,2021-11-02 17:34,37.774161,-122.429183,37.775031,-122.422613,0.364,Slow traffic from Fillmore St (Oak St) to Gough St (Oak St) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-02 16:56,66,75,10,N,6,0,Fair
1828,2,2021-10-31 10:51,2021-10-31 13:04,37.614962,-122.386902,37.61512,-122.384862,0.112,Accident from US-101 (San Francisco Int'L'Airport) to San Francisco International Airport (San Francisco Int'L'Airport/International Terminal).,R,San Francisco,San Mateo,US/Pacific,KSFO,2021-10-31 10:56,61,70,10,NE,5,0,Mostly Cloudy
1829,2,2021-02-28 4:46,2021-02-28 7:03,37.770949,-122.405755,37.772953,-122.406563,0.145,Accident on US-101 (I-80) from 7th St/Bryant St (I-80) to I-80 E - James Lick Fwy N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-28 4:56,55,55,10,NE,7,0,Fair
1830,2,2021-07-26 12:30,2021-07-26 19:22,37.770949,-122.405755,37.82211,-122.324443,5.675,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-07-26 12:56,67,70,10,,,0,Mostly Cloudy
1832,2,2021-07-10 23:41,2021-07-11 1:57,37.775157,-122.403634,37.775356,-122.403383,0.019,Accident from 7th St (Bryant St) to 6th St (Bryant St).,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-07-10 22:56,58,81,10,NW,16,0,Fair
1833,2,2021-04-01 16:13,2021-04-01 17:40,37.774289,-122.404764,37.774719,-122.404184,0.043,Incident on BRYANT ST near HOUSE 885 Drive with caution.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-01 15:56,83,17,10,WNW,13,0,Fair
1834,2,2021-09-23 16:57,2021-09-23 18:58,37.772958,-122.423828,37.771259,-122.424318,0.12,Stationary traffic from Haight St to Guerrero St / Laguna St due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-23 16:56,67,66,10,WNW,24,0,Partly Cloudy / Windy
1835,2,2021-09-15 12:07,2021-09-15 18:20,37.769373,-122.405535,37.774463,-122.406098,0.353,Slow traffic on I-80 E - James Lick Fwy N from US-101 S to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-15 11:56,66,70,9,NE,6,0,Partly Cloudy
1836,2,2021-10-24 16:27,2021-10-24 18:20,37.729896,-122.440068,37.710746,-122.456735,1.606,Slow traffic on I-280 S - John F Foran Fwy S from Monterey Blvd/San Jose Ave (I-280) to Saint Charles Ave (I-280) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-24 16:33,64,87,2,SSW,30,0.25,Heavy Rain / Windy
1840,2,2021-12-21 18:50,2021-12-21 20:14,37.729754,-122.38344,37.730801,-122.385302,0.125,Incident on PALOU AVE near HOUSE 1222 Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-21 18:56,50,77,8,CALM,0,0,Cloudy
1841,2,2021-04-26 12:39,2021-04-26 13:59,37.770943,-122.418926,37.771005,-122.41967,0.041,Incident on PLUM ST near MISSION ST Right shoulder closed.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-26 12:56,61,46,10,WNW,14,0,Partly Cloudy
1842,2,2021-09-28 22:30,2021-09-28 22:50,37.729966,-122.403723,37.731716,-122.404237,0.124,Stationary traffic from US-101 N to Bayshore Blvd due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-28 22:56,58,78,10,W,18,0,Fair
1843,2,2021-11-08 23:39,2021-11-09 1:44,37.7693,-122.410041,37.76945,-122.410999,0.053,Accident from exit [1B] to US-101 N.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-08 23:33,52,86,2,SE,25,0.11,Rain / Windy
1844,2,2021-07-21 10:59,2021-07-21 13:55,37.770727,-122.405966,37.769457,-122.411166,0.297,Accident from exit [1B] to US-101 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-07-21 10:56,65,63,10,WNW,16,0,Fair
1845,2,2021-04-17 20:33,2021-04-18 1:59,37.76914,-122.407082,37.76946,-122.411172,0.224,Incident on US-101 NB near I-80 Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-17 20:56,53,74,10,NW,9,0,Fair
1847,2,2021-11-23 21:53,2021-11-23 23:09,37.731184,-122.425873,37.73121,-122.426158,0.016,Incident on ALEMANY BLVD near JUSTIN DR Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-23 21:56,54,77,10,WNW,6,0,Fair
1848,2,2021-10-15 15:01,2021-10-15 17:04,37.740341,-122.407851,37.744608,-122.405096,0.331,Stationary traffic on James Lick Fwy N - US-101 N from Mission-Bernal to Bayshore Blvd due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-15 14:56,75,28,10,NE,3,0,Fair
1851,2,2021-12-23 14:47,2021-12-23 16:55,37.807184,-122.475274,37.832684,-122.481174,1.791,Accident on Golden Gate Bridge/Toll Plaza (US-101) from Golden Gate Recreation Area (US-101) to US-101 N - CA-1 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-23 14:56,57,87,10,S,10,0,Mostly Cloudy
1853,2,2021-07-06 11:07,2021-07-06 13:26,37.773768,-122.408502,37.773176,-122.407785,0.057,Incident on 8TH ST near HARRISON ST Expect delays.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-07-06 10:56,64,67,10,W,18,0,Mostly Cloudy
1856,2,2021-10-09 17:41,2021-10-09 18:01,37.769391,-122.411548,37.769067,-122.409477,0.115,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to San Francisco-Oakland Bay Bridge due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-09 17:56,63,58,10,WNW,20,0,Fair
1857,2,2021-05-05 14:11,2021-05-05 16:37,37.76959,-122.416952,37.76906,-122.409462,0.411,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to I-80 exit [433] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-05 13:56,65,56,10,WNW,21,0,Fair / Windy
1858,2,2021-11-15 12:12,2021-11-15 13:30,37.76465,-122.404865,37.765236,-122.404898,0.041,Incident on US-101 NB near I-80 Expect delays.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-15 11:56,58,84,3,NNE,7,0,Haze
1859,2,2021-03-08 15:03,2021-03-08 17:17,37.765236,-122.404898,37.766202,-122.404866,0.067,Accident at I-80 exit [433B].,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-03-08 14:56,59,41,10,SSW,17,0,Partly Cloudy
1862,2,2021-12-30 10:54,2021-12-30 11:08,37.774174,-122.406709,37.766317,-122.405257,0.549,Slow traffic on James Lick Fwy S - I-80 W from 4th St/5th St (I-80) to US-101 (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-30 10:56,49,69,10,E,6,0,Fair
1868,2,11:00.0,16:11.0,37.725774,-122.446178,37.729924,-122.439558,0.462,Accident on Ocean Ave (I-280) from Monterey Blvd/San Jose Ave (I-280) to John F Foran Fwy - I-280 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-31 19:56,49,74,10,NW,12,0,Fair
1870,2,17:30.0,42:12.0,37.769373,-122.405535,37.774463,-122.406098,0.353,Stationary traffic on I-80 E - James Lick Fwy N from US-101 S to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-01 9:56,61,81,10,SE,8,0.01,Light Rain
1871,2,26:00.0,40:33.0,37.781792,-122.452142,37.781812,-122.451994,0.008,Accident from Stanyan St (Geary Blvd) to Masonic Ave (Geary Blvd).,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-06 9:56,51,89,1,N,5,0,Fog
1872,2,2021-09-22 12:05,2021-09-22 18:59,37.765236,-122.404898,37.774043,-122.405898,0.611,Stationary traffic on I-80 E - James Lick Fwy N from Seventh St exit [1] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-22 11:56,71,63,10,NNE,5,0,Fair
1873,2,2021-11-09 7:34,2021-11-09 10:27,37.733079,-122.412289,37.73759,-122.401974,0.644,Accident on Alemany Blvd (I-280) from Army St (I-280) to John F Foran Fwy N - John F Foran Fwy - I-280 N - Southern Embarcadero Fwy N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-09 7:56,55,93,8,SE,9,0,Light Rain
1874,2,2021-12-23 21:56,2021-12-24 0:03,37.733498,-122.412124,37.732298,-122.414894,0.173,Accident on US-101 (I-280) from Alemany Blvd (I-280) to I-280 S - John F Foran Fwy S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-23 21:56,55,86,10,SSW,3,0,Light Rain
1875,2,2021-04-02 10:43,2021-04-02 15:53,37.768861,-122.406907,37.773622,-122.406274,0.331,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-02 10:56,56,67,9,WNW,18,0,Fair
1876,2,2021-08-04 23:29,2021-08-05 0:14,37.756818,-122.403585,37.751863,-122.403198,0.343,Stationary traffic on James Lick Fwy S - US-101 S from San Francisco-Oakland Bay Bridge to exit [432] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-04 23:56,60,80,10,WSW,6,0,Mostly Cloudy
1878,2,2021-12-06 12:07,2021-12-06 18:55,37.770949,-122.405755,37.811456,-122.363609,3.623,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Macalla Rd/Hillcrest Rd (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-06 11:56,54,80,4,WNW,7,0,Haze
1879,2,2021-05-06 7:10,2021-05-06 7:49,37.746912,-122.404397,37.757292,-122.403731,0.718,Slow traffic on James Lick Fwy N - US-101 N from I-280/Alemany Blvd (US-101) to Vermont St (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-06 6:56,51,80,10,WNW,14,0,Fair
1880,2,2021-10-16 13:05,2021-10-16 15:37,37.731631,-122.426077,37.731977,-122.433853,0.426,Stationary traffic on I-280 S - John F Foran Fwy S from Alemany Blvd to San Jose Ave due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-16 12:56,68,61,10,N,6,0,Fair
1882,2,2021-10-28 15:10,2021-10-28 15:30,37.777615,-122.455211,37.774745,-122.454661,0.201,Stationary traffic from Turk St (Stanyan St) to Fulton St (Stanyan St) due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-28 14:56,72,57,10,CALM,0,0,Fair
1883,2,2021-06-03 12:02,2021-06-03 14:12,37.741558,-122.407412,37.744608,-122.405096,0.246,Stationary traffic on James Lick Fwy N - US-101 N from San Francisco to Cesar Chavez St exit [432] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-06-03 11:56,67,57,10,NW,15,0,Fair
1884,2,2021-04-27 4:26,2021-04-27 15:59,37.778229,-122.419967,37.773071,-122.418712,0.363,Slow traffic on US-101 S from Golden Gate Ave (US-101) to Van Ness Ave (San Francisco) (South) (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-27 4:56,50,80,10,WNW,5,0,Fair
1885,2,2021-08-23 19:56,2021-08-23 21:58,37.720108,-122.447129,37.721085,-122.447455,0.07,Stationary traffic at I-280 N due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-23 19:56,62,72,10,WNW,12,0,Fair
1888,2,2021-05-21 13:19,2021-05-21 17:23,37.76959,-122.416952,37.76906,-122.409462,0.411,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to I-80 exit [433] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-21 12:56,63,45,10,WNW,18,0,Fair
1889,2,2021-05-28 20:51,2021-05-28 22:59,37.770353,-122.421639,37.772125,-122.422949,0.142,Slow traffic from Duboce Ave exit [434A] to Gough St due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-28 20:56,56,72,10,W,16,0,Partly Cloudy
1890,2,2021-10-28 14:55,2021-10-28 17:06,37.774758,-122.454676,37.774819,-122.454203,0.026,Accident from Stanyan St (Fulton St) to Masonic Ave (Fulton St).,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-28 14:56,72,57,10,CALM,0,0,Fair
1891,2,2021-09-03 16:28,2021-09-03 17:47,37.73089,-122.486178,37.729771,-122.486546,0.08,Incident on MIDDLEFIELD DR near EUCALYPTUS DR Drive with caution.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-03 16:56,65,65,10,WNW,21,0,Fair / Windy
1892,2,2021-05-26 16:42,2021-05-26 17:05,37.77281,-122.412837,37.774545,-122.409535,0.217,Slow traffic from 10th St to I-80 W / Bryant St due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-05-26 16:56,61,60,10,W,26,0,Fair / Windy
1893,2,2021-11-19 16:59,2021-11-19 19:09,37.734327,-122.405044,37.734352,-122.404571,0.026,Accident from Bayshore Blvd to Charter Oak Ave.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-19 16:56,57,87,10,WNW,8,0,Mostly Cloudy
1895,2,2021-06-27 13:14,2021-06-27 15:39,37.772977,-122.418524,37.773469,-122.418039,0.043,Accident from US-101/S Van Ness Ave (Mission St) to 10th St (Mission St).,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-06-27 12:56,68,61,10,W,17,0,Mostly Cloudy
1896,2,2021-04-02 12:18,2021-04-02 15:10,37.774783,-122.401009,37.767593,-122.396119,0.564,Accident from Berry St to I-280 S.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-04-02 11:56,58,65,9,NW,20,0,Mostly Cloudy
1898,2,14:00.0,34:01.0,37.730408,-122.404121,37.727038,-122.402651,0.246,Incident on US-101 SB near US-101 Expect delays.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-26 0:56,59,81,10,W,7,0,Mostly Cloudy
1899,2,18:30.0,39:00.0,37.719052,-122.399723,37.693415,-122.391763,1.824,Slow traffic on James Lick Fwy S - US-101 S - Bayshore Fwy S from Paul Ave (US-101) to Sierra Point Rd (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-24 17:56,64,72,10,NW,16,0,Fair
1900,2,19:30.0,35:55.0,37.789565,-122.47105,37.779919,-122.47234,0.67,Slow traffic on Veterans Blvd - CA-1 from US-101 (CA-1) to Fulton St (CA-1) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-10 17:56,51,63,10,W,10,0,Fair
1901,2,2021-03-06 1:41,2021-03-06 4:51,37.749871,-122.403842,37.748761,-122.404492,0.085,Accident from exit [432] to Cesar Chavez St.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-03-06 1:49,50,77,10,W,13,0,Cloudy
1902,2,2021-11-02 16:21,2021-11-02 18:46,37.774161,-122.429183,37.775031,-122.422613,0.364,Slow traffic from Fillmore St (Oak St) to Gough St (Oak St) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-02 15:56,66,78,10,N,9,0,Partly Cloudy
1903,2,2021-12-21 19:13,2021-12-21 21:32,37.768014,-122.413373,37.768684,-122.413453,0.046,Accident from 16th St/Treat Ave (Harrison St) to Division St (Harrison St).,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-21 18:56,50,77,8,CALM,0,0,Cloudy
1904,2,2021-03-04 11:48,2021-03-04 18:01,37.769067,-122.409477,37.766317,-122.405257,0.299,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from I-80 exit [433] to San Francisco-Oakland Bay Bridge due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-03-04 11:56,58,62,10,NE,7,0,Fair
1906,2,2021-08-19 16:31,2021-08-19 18:44,37.771393,-122.408468,37.773871,-122.406558,0.2,Stationary traffic from 9th St to I-80 E due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-19 16:56,68,65,10,WNW,20,0,Fair
1907,2,2021-10-14 17:40,2021-10-14 19:47,37.714127,-122.451136,37.725777,-122.446199,0.849,Accident on Sickles Ave (I-280) from Ocean Ave (I-280) to John F Foran Fwy - I-280 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-14 17:56,66,38,10,WNW,17,0,Fair
1909,2,2021-12-07 15:14,2021-12-07 17:39,37.743954,-122.405591,37.744206,-122.405313,0.023,Accident from US-101 N to Bayshore Blvd.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-07 14:56,59,64,10,SSE,3,0,Partly Cloudy
1910,2,2021-09-23 16:17,2021-09-23 16:31,37.731567,-122.423411,37.729887,-122.440051,0.917,Slow traffic on I-280 S - John F Foran Fwy S from Alemany Blvd (I-280) to Monterey Blvd/San Jose Ave (I-280) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-23 15:56,70,59,10,WNW,21,0,Partly Cloudy / Windy
1911,2,2021-07-18 22:57,2021-07-19 0:40,37.750713,-122.417203,37.749107,-122.417053,0.111,Incident on CAPP ST near 25TH ST Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-07-18 22:56,56,87,10,WNW,14,0,Mostly Cloudy
1913,2,2021-11-18 12:13,2021-11-18 19:28,37.765236,-122.404898,37.774043,-122.405898,0.611,Stationary traffic on I-80 E - James Lick Fwy N from Seventh St exit [1] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-18 11:56,59,78,7,NE,5,0,Mostly Cloudy
